source,sink,probability
2586025,3527617,0
2586025,2173241,1
3981429,2641030,0
3981429,506301,1
2388228,1766874,0
2388228,701443,1
1127544,2723080,0
1127544,160657,1
287175,4351501,0
287175,2083120,1
1400112,2304253,0
1400112,3483305,1
3442800,3152350,0
3442800,62970,1
1163180,4822053,0
1163180,2805713,1
3898825,2988496,0
3898825,4861369,1
3418037,1636961,0
3418037,1519976,1
4168647,2121386,0
4168647,1402219,1
2603371,3984558,0
2603371,2252086,1
2502833,3325164,0
2502833,4716911,1
2388735,2099651,0
2388735,4034214,1
3636553,644700,0
3636553,4805819,1
2399023,4010195,0
2399023,130124,1
1415120,2102471,0
1415120,194024,1
2480796,1233875,0
2480796,348322,1
4547369,163184,0
4547369,766318,1
486323,815537,0
486323,4698904,1
1810410,3830264,0
1810410,4818002,1
3233147,1643239,0
3233147,3305861,1
1224568,2679292,0
1224568,2159501,1
3139176,551583,0
3139176,1380624,1
2793668,3028705,0
2793668,4430530,1
1236216,1824210,0
1236216,832868,1
3594136,4122929,0
3594136,3585297,1
1822719,1444778,0
1822719,854848,1
4132931,3637275,0
4132931,1365259,1
565730,1635870,0
565730,898992,1
4017946,4778264,0
4017946,1387569,1
4106142,4063361,0
4106142,4517347,1
1237144,2556222,0
1237144,2364359,1
555273,1188203,0
555273,1205647,1
2159763,1143302,0
2159763,3032533,1
1006418,4631808,0
1006418,4588598,1
1912031,576546,0
1912031,1444592,1
2520522,678184,0
2520522,2723775,1
105789,4019525,0
105789,4793616,1
1558355,3583369,0
1558355,458450,1
3448205,1512031,0
3448205,2730668,1
3612446,3493638,0
3612446,2311871,1
1953803,3656873,0
1953803,3518924,1
1840143,2038972,0
1840143,2617413,1
292977,2477852,0
292977,4855480,1
708118,4054978,0
708118,1846933,1
2322925,84082,0
2322925,1494918,1
3613952,365659,0
3613952,2582360,1
473016,3277726,0
473016,581535,1
1726806,361953,0
1726806,1436562,1
68336,997390,0
68336,1798026,1
2973100,3127941,0
2973100,1250041,1
3694946,2950011,0
3694946,4200228,1
2820977,372241,0
2820977,1560471,1
1298431,1262817,0
1298431,3320234,1
4236514,1998862,0
4236514,1688388,1
1998632,2191672,0
1998632,3578490,1
2672764,1366020,0
2672764,4726377,1
2700296,4582075,0
2700296,742859,1
3415302,223397,0
3415302,188530,1
112016,1966962,0
112016,1694844,1
1948618,718056,0
1948618,3643102,1
1450322,3436748,0
1450322,1698604,1
2615120,3560330,0
2615120,4681640,1
3105366,675666,0
3105366,2734429,1
162775,1845106,0
162775,3857537,1
3905749,1778900,0
3905749,3600916,1
2323776,1923794,0
2323776,2026109,1
2989322,1760925,0
2989322,1416419,1
4120407,803893,0
4120407,1657544,1
714422,919261,0
714422,2034726,1
3811516,152626,0
3811516,3580912,1
1648834,905705,0
1648834,4582702,1
2712442,219975,0
2712442,1851546,1
1503741,672107,0
1503741,388963,1
1951838,877920,0
1951838,2582252,1
4128279,2286914,0
4128279,1628840,1
2518731,4251544,0
2518731,3373931,1
3320003,3681342,0
3320003,4131275,1
1785568,910072,0
1785568,2418472,1
1402455,3241091,0
1402455,777601,1
2856484,2100691,0
2856484,2175109,1
69636,209184,0
69636,4417063,1
4581618,4265295,0
4581618,929713,1
3209363,2804704,0
3209363,2478567,1
1367871,683182,0
1367871,3055937,1
301061,3960282,0
301061,940780,1
2452530,760740,0
2452530,1387890,1
3538670,4490896,0
3538670,3712196,1
1494364,4449588,0
1494364,2606285,1
4758706,648331,0
4758706,1721334,1
1878904,3556324,0
1878904,4804278,1
3552211,469556,0
3552211,817492,1
2309976,4011938,0
2309976,1404885,1
4294324,2494394,0
4294324,877460,1
2093076,4566888,0
2093076,4313335,1
934520,948139,0
934520,406030,1
1734816,2280700,0
1734816,3075548,1
4195700,4651970,0
4195700,1087050,1
4226284,3042960,0
4226284,2560869,1
4769621,2126463,0
4769621,4549998,1
308504,4354611,0
308504,2604836,1
1652056,4754504,0
1652056,4235292,1
1291388,3402762,0
1291388,1157988,1
1397825,4628797,0
1397825,2635670,1
690695,1028339,0
690695,400632,1
700722,4515421,0
700722,249856,1
1023621,2567572,0
1023621,2182484,1
3758692,325229,0
3758692,4428089,1
2525993,3434301,0
2525993,4467395,1
1165719,4864694,0
1165719,2161302,1
4144741,1905110,0
4144741,3418185,1
3959182,2851719,0
3959182,2974888,1
1878924,4670618,0
1878924,1753784,1
4836385,2181460,0
4836385,3647664,1
4413698,382392,0
4413698,1550740,1
2187588,79513,0
2187588,567662,1
376993,2286517,0
376993,4030691,1
4454561,683261,0
4454561,4818002,1
1967702,1870495,0
1967702,1390793,1
724650,4426000,0
724650,1709579,1
1239902,623723,0
1239902,1056518,1
2095514,4451354,0
2095514,4384814,1
1479697,1502384,0
1479697,4132521,1
3142153,3621150,0
3142153,4098632,1
3738041,1979380,0
3738041,1682380,1
3242275,3652363,0
3242275,3712445,1
293653,1669971,0
293653,2149179,1
2141059,4284251,0
2141059,1321762,1
690346,1546925,0
690346,2120518,1
2689820,4689891,0
2689820,421011,1
2935790,339990,0
2935790,2986477,1
1477055,4253112,0
1477055,3957689,1
3346033,1983446,0
3346033,4805884,1
3612833,3619756,0
3612833,3251002,1
93752,694257,0
93752,555514,1
3190597,539591,0
3190597,4728028,1
4252952,1469012,0
4252952,4467395,1
4209323,1411701,0
4209323,1155534,1
512041,1005949,0
512041,945844,1
3556160,4295668,0
3556160,2793437,1
2718464,4079103,0
2718464,1113280,1
4733353,60699,0
4733353,3717235,1
3235358,3530357,0
3235358,1185160,1
2342046,2853396,0
2342046,2795727,1
1448332,1913813,0
1448332,4647095,1
3069376,210372,0
3069376,4092691,1
3630426,3502076,0
3630426,4071545,1
513653,1234153,0
513653,274242,1
2939325,2274107,0
2939325,4467395,1
4356465,4740481,0
4356465,1564480,1
2785911,3600729,0
2785911,1328699,1
3191004,1445561,0
3191004,3140991,1
539723,758528,0
539723,2317782,1
454035,1898484,0
454035,2654333,1
2371893,1364133,0
2371893,1058752,1
3636190,4175415,0
3636190,2138289,1
786311,3654020,0
786311,3980964,1
395058,922171,0
395058,19240,1
3018376,3420516,0
3018376,123328,1
2306945,4784508,0
2306945,3518693,1
2160793,166653,0
2160793,1151694,1
4217975,3472164,0
4217975,2040749,1
835515,1885646,0
835515,3543312,1
3585791,1549300,0
3585791,1189195,1
738268,2901473,0
738268,213018,1
869535,1230651,0
869535,1186562,1
3730228,3501503,0
3730228,3525779,1
4001896,1192569,0
4001896,680431,1
300785,788350,0
300785,617168,1
276263,3212510,0
276263,1870879,1
206363,4071975,0
206363,3142255,1
4153654,2550014,0
4153654,1120918,1
1065750,239123,0
1065750,4645113,1
2526379,859988,0
2526379,1047305,1
473443,992006,0
473443,4606228,1
4700180,2204942,0
4700180,1257533,1
2010085,4456647,0
2010085,1751669,1
319157,2089492,0
319157,3487419,1
1245157,18071,0
1245157,2570059,1
2315551,329538,0
2315551,1989253,1
1728423,4201363,0
1728423,3591612,1
3224682,1379060,0
3224682,2867612,1
2260118,3078286,0
2260118,2078609,1
1278901,3591266,0
1278901,3058474,1
2362521,3754175,0
2362521,1810275,1
3973849,2830971,0
3973849,3361377,1
3588240,249101,0
3588240,2673110,1
1136290,515280,0
1136290,2456417,1
4479896,4286697,0
4479896,1117363,1
1436618,822528,0
1436618,910705,1
1960468,2682880,0
1960468,2051518,1
1971076,4311189,0
1971076,2931181,1
3309373,3049995,0
3309373,1440623,1
4399355,4247742,0
4399355,1327933,1
4614085,1528693,0
4614085,4488000,1
508396,719334,0
508396,729199,1
2531239,2090192,0
2531239,3895785,1
101409,3441002,0
101409,3757536,1
2633981,902353,0
2633981,2602200,1
4556847,1870845,0
4556847,1801124,1
631210,4344869,0
631210,2310626,1
3677133,2352587,0
3677133,4857246,1
545610,277333,0
545610,2286612,1
1135323,203961,0
1135323,233361,1
1938935,1039820,0
1938935,105003,1
1206697,3656976,0
1206697,1986509,1
3199279,2919422,0
3199279,1292274,1
713325,3762608,0
713325,347798,1
3858793,1585109,0
3858793,1545356,1
530260,3441911,0
530260,1862881,1
2923569,3471871,0
2923569,1080898,1
840546,2354888,0
840546,898012,1
1435902,767118,0
1435902,1736767,1
1480277,1689353,0
1480277,2508144,1
4725126,4689204,0
4725126,1915186,1
2515161,2773457,0
2515161,845999,1
829561,2642715,0
829561,1914624,1
2432100,1964280,0
2432100,2876270,1
4654860,4745419,0
4654860,77361,1
881488,1910923,0
881488,2570059,1
3028371,4184999,0
3028371,3883660,1
995616,1995342,0
995616,4727647,1
4169761,4717864,0
4169761,1070042,1
3370639,54316,0
3370639,1711147,1
2048650,338261,0
2048650,3635244,1
3689767,2004583,0
3689767,1019115,1
284214,104281,0
284214,986113,1
3160886,1433789,0
3160886,3824547,1
2979435,1008845,0
2979435,1390739,1
79048,1293255,0
79048,3399176,1
4724649,3891092,0
4724649,4657888,1
3071504,2101894,0
3071504,3860923,1
400728,103493,0
400728,2792447,1
3509878,4094629,0
3509878,4483225,1
522588,4546704,0
522588,3350471,1
3008648,2595542,0
3008648,1792932,1
1806793,3445620,0
1806793,402638,1
1071044,2903877,0
1071044,1680966,1
4388399,1018627,0
4388399,596675,1
561541,2518421,0
561541,2960465,1
4106906,1336349,0
4106906,3768028,1
3238058,3694551,0
3238058,4088293,1
3663048,32039,0
3663048,2818431,1
4347972,1970723,0
4347972,4634401,1
2962781,4288690,0
2962781,3216427,1
2334583,2658026,0
2334583,2626831,1
1167749,4548853,0
1167749,1239902,1
1858539,3024717,0
1858539,3056276,1
3875269,2311476,0
3875269,1139290,1
462205,4716214,0
462205,2008652,1
2822651,4502057,0
2822651,826886,1
333887,2020279,0
333887,2193086,1
1147385,253675,0
1147385,851113,1
1596160,2123785,0
1596160,3212296,1
3134846,1064143,0
3134846,4852857,1
4465998,3036022,0
4465998,639712,1
2755798,3656084,0
2755798,2789666,1
1833344,2563180,0
1833344,2111539,1
1686877,2440894,0
1686877,206918,1
912079,4114018,0
912079,1971462,1
4592892,4777733,0
4592892,4200589,1
3170607,2501730,0
3170607,4077612,1
1306260,3986931,0
1306260,393158,1
4835848,3219157,0
4835848,3325465,1
905729,4625314,0
905729,3812873,1
15188,2709561,0
15188,4345005,1
3918669,4331696,0
3918669,4774038,1
1426890,1456264,0
1426890,2714159,1
3471694,4197078,0
3471694,3835978,1
76506,2300355,0
76506,4835133,1
4515999,2120667,0
4515999,2465641,1
2478864,4477669,0
2478864,447388,1
3115867,2056352,0
3115867,3709641,1
2004394,4853232,0
2004394,27220,1
4680639,2125674,0
4680639,3041258,1
1796194,3602863,0
1796194,3775642,1
2883729,791412,0
2883729,1699980,1
2798502,3119206,0
2798502,1863473,1
3551861,3264338,0
3551861,3206499,1
3582815,2095663,0
3582815,4737279,1
4131582,3497320,0
4131582,4306639,1
3643227,4328641,0
3643227,214132,1
1226651,4017405,0
1226651,128180,1
646688,3563851,0
646688,359213,1
4361971,3557035,0
4361971,2022984,1
4824678,4093415,0
4824678,4088634,1
746701,4476798,0
746701,458450,1
4845434,1254215,0
4845434,2260014,1
3024475,396482,0
3024475,4531826,1
2118208,1261757,0
2118208,3061443,1
1995984,4676591,0
1995984,2247241,1
958177,1304603,0
958177,3831761,1
1916386,1085650,0
1916386,1730094,1
450475,2440573,0
450475,3973279,1
173493,209707,0
173493,1115479,1
4149125,4823658,0
4149125,3438674,1
3592993,4613417,0
3592993,638302,1
4090288,3296010,0
4090288,1025098,1
1162824,1366786,0
1162824,4208653,1
4514762,4414558,0
4514762,286483,1
2521358,1291372,0
2521358,3638272,1
4844515,3325705,0
4844515,3617167,1
3872816,1371450,0
3872816,4131275,1
1402850,2362160,0
1402850,720204,1
1427374,1474840,0
1427374,4666247,1
948375,1272985,0
948375,221256,1
2989900,1374808,0
2989900,3055160,1
3832219,893928,0
3832219,492352,1
378660,3699291,0
378660,4614979,1
4169303,3498995,0
4169303,1446393,1
292103,4430789,0
292103,3368121,1
302379,1741069,0
302379,317532,1
335479,2209772,0
335479,1116703,1
4215761,4237254,0
4215761,2967361,1
3707352,2198078,0
3707352,3368730,1
4740236,2914810,0
4740236,2879531,1
991184,3630421,0
991184,487183,1
2597764,4702161,0
2597764,3402731,1
4603305,2762776,0
4603305,1402455,1
777601,3049509,0
777601,4316209,1
3446025,2230358,0
3446025,4695233,1
1096177,954475,0
1096177,618161,1
1250021,1634840,0
1250021,2336417,1
4693019,1319998,0
4693019,1670077,1
1184638,2385655,0
1184638,2365684,1
3739674,4129739,0
3739674,3192847,1
344449,98141,0
344449,3235302,1
3845148,808730,0
3845148,1639482,1
4753303,4090605,0
4753303,651525,1
4498806,2338580,0
4498806,4541363,1
4202576,4493531,0
4202576,3648572,1
3300033,791743,0
3300033,897873,1
1400713,3218408,0
1400713,4361595,1
4623482,2923856,0
4623482,2767849,1
763322,1523892,0
763322,2289635,1
4592122,4853001,0
4592122,128180,1
576214,3479550,0
576214,3275207,1
1112033,2436936,0
1112033,1045662,1
4192206,3665096,0
4192206,2484692,1
1792052,3151423,0
1792052,4649465,1
2948015,1920194,0
2948015,774698,1
4295064,1787404,0
4295064,1424671,1
3676302,2508277,0
3676302,4117427,1
1085350,4311499,0
1085350,2980632,1
3982086,3627222,0
3982086,477526,1
1555850,2377534,0
1555850,1185943,1
3283837,2569613,0
3283837,2958500,1
4615258,789046,0
4615258,526563,1
4156257,720044,0
4156257,3023881,1
3097424,1132514,0
3097424,3644418,1
1535824,1354399,0
1535824,3483305,1
1042229,3726076,0
1042229,1022192,1
2912155,2954498,0
2912155,726304,1
364260,1049399,0
364260,4728199,1
4166126,4022208,0
4166126,3229155,1
192014,1070828,0
192014,4590117,1
3957113,2754885,0
3957113,423152,1
2617029,1086038,0
2617029,2767849,1
1654074,4293970,0
1654074,4065445,1
3359924,3797035,0
3359924,4491207,1
2142205,3305279,0
2142205,505326,1
911192,3169599,0
911192,1641125,1
4101755,103687,0
4101755,2053539,1
305389,723884,0
305389,2299939,1
4799148,3496280,0
4799148,3750964,1
580397,1295604,0
580397,1463080,1
3411859,2020050,0
3411859,2666671,1
4048595,2009423,0
4048595,2163471,1
3950852,569820,0
3950852,228552,1
2845571,2290421,0
2845571,1302785,1
38688,530233,0
38688,828742,1
3965448,3015870,0
3965448,2512318,1
2558426,4657593,0
2558426,2706905,1
4796054,2867742,0
4796054,539723,1
1897030,4351893,0
1897030,1724169,1
2863121,4155705,0
2863121,4141211,1
2735008,1450882,0
2735008,1539127,1
2127715,3491500,0
2127715,4818040,1
4568216,3721507,0
4568216,342004,1
2566758,4674184,0
2566758,4416599,1
2630448,3374745,0
2630448,1006527,1
1664942,3398515,0
1664942,3102421,1
2196829,271815,0
2196829,2952272,1
889005,3421930,0
889005,1455205,1
1394989,4176193,0
1394989,2891499,1
2335438,27993,0
2335438,2501357,1
1113835,2293253,0
1113835,54560,1
2539712,4185297,0
2539712,1410150,1
3743325,1979307,0
3743325,1856927,1
3866691,1168195,0
3866691,1299338,1
2022241,3093133,0
2022241,4361289,1
2411706,4672902,0
2411706,3385289,1
4486465,26283,0
4486465,4208653,1
2399823,2058503,0
2399823,1938572,1
1236748,1603379,0
1236748,539232,1
316397,2335227,0
316397,418985,1
2084820,667825,0
2084820,3182862,1
2158028,3693901,0
2158028,213018,1
3831803,3881541,0
3831803,2027108,1
2118692,939122,0
2118692,3441731,1
276216,1152993,0
276216,4694370,1
808735,3713200,0
808735,2673351,1
4367871,4849834,0
4367871,1497833,1
2985909,4777944,0
2985909,2577184,1
3294702,3897129,1
3294702,4491466,1
835556,3514616,0
835556,790841,1
4518053,3768546,0
4518053,439132,1
203695,772753,0
203695,1820280,1
1329927,833158,0
1329927,622953,1
553095,179649,0
553095,3819298,1
3804751,1834626,0
3804751,4481730,1
3667893,1045102,0
3667893,3848321,1
1949322,2030891,0
1949322,9244,1
3478545,3444590,0
3478545,824325,1
1597381,3731025,0
1597381,2990531,1
3292319,4159639,0
3292319,2521607,1
670587,1084539,0
670587,2153035,1
2346390,519862,0
2346390,2067769,1
2572914,4631918,0
2572914,4300088,1
2668270,3428116,0
2668270,3437533,1
8867,3314452,0
8867,1347233,1
1965328,3238788,0
1965328,3515927,1
3114098,4746713,0
3114098,45240,1
1735365,2498888,0
1735365,738648,1
4737522,3283091,0
4737522,2488060,1
1709579,4167360,0
1709579,1711202,1
1809546,706910,0
1809546,4331446,1
3641600,764889,0
3641600,381652,1
2380464,4832916,0
2380464,3076845,1
3655473,2360632,0
3655473,4513350,1
730177,4420250,0
730177,2972043,1
3133900,4326790,0
3133900,331324,1
3687854,2722441,0
3687854,4321895,1
1620797,3756918,0
1620797,2421708,1
1127093,361585,0
1127093,1523559,1
1281421,2105940,0
1281421,4292496,1
1325245,798983,0
1325245,1695095,1
3494843,1887973,0
3494843,562939,1
3980505,4843410,0
3980505,3515034,1
2064263,1111376,0
2064263,4274267,1
865889,4793723,0
865889,3939662,1
2241640,3507072,0
2241640,4762204,1
957293,1603983,0
957293,3505283,1
3463175,1025046,0
3463175,720602,1
4509197,3495431,0
4509197,4134608,1
3059967,392921,0
3059967,1378945,1
437348,4691959,0
437348,4824153,1
3998190,2419148,0
3998190,3521384,1
3922480,3630327,0
3922480,1718526,1
2445500,1113660,0
2445500,1020126,1
1899498,636563,0
1899498,1351949,1
2496454,2246413,0
2496454,3592150,1
965372,599651,0
965372,680662,1
3942401,1156577,0
3942401,641925,1
19398,3148597,0
19398,4728122,1
761206,4130317,0
761206,1311076,1
3214227,2134179,0
3214227,4684203,1
2371482,1580825,0
2371482,1670941,1
1060254,3205061,0
1060254,3583114,1
3915545,1973944,0
3915545,3087610,1
1839664,254408,0
1839664,1726071,1
1981282,2997218,0
1981282,1118440,1
2268992,1272520,0
2268992,2895512,1
4828511,2083486,0
4828511,3244913,1
2720736,3607313,0
2720736,3483305,1
2517485,3502644,0
2517485,2421950,1
2350095,1161821,0
2350095,4309697,1
3094299,2138317,0
3094299,1606023,1
158772,2393498,0
158772,1326047,1
1731604,4539755,0
1731604,2092904,1
2420201,2950980,0
2420201,1849388,1
2630364,4477340,0
2630364,3514277,1
986583,1113757,0
986583,2186256,1
3972723,2077930,0
3972723,2659605,1
4011630,3274256,0
4011630,536029,1
2472397,3461268,0
2472397,4138984,1
1356408,2831539,0
1356408,454482,1
3430979,4587212,0
3430979,2989624,1
3555061,2136911,0
3555061,1407661,1
1216277,4721647,0
1216277,2762372,1
4558150,2421948,0
4558150,4132931,1
3458646,499514,0
3458646,1949434,1
1317913,376602,0
1317913,4036892,1
1838008,4125553,0
1838008,4439981,1
4684201,3595196,0
4684201,3739358,1
840936,975068,0
840936,4819369,1
2070980,1924910,0
2070980,2380470,1
1884565,2619766,0
1884565,2584718,1
2408098,4372707,0
2408098,2525626,1
1160499,371618,0
1160499,2953020,1
4181545,3961900,0
4181545,2809779,1
59904,3475883,0
59904,3802251,1
3503806,4411997,0
3503806,76801,1
3994564,4152174,0
3994564,309760,1
380997,11956,0
380997,2766212,1
1742039,2722240,0
1742039,1170421,1
95467,867915,0
95467,239399,1
2475680,2194498,0
2475680,3912927,1
1416419,2923153,0
1416419,4762204,1
4609928,4136969,0
4609928,2521774,1
2295372,854661,0
2295372,4523777,1
2250016,1678116,0
2250016,835556,1
1194896,1836392,0
1194896,2730668,1
536859,2726952,0
536859,3112136,1
4229983,2969806,0
4229983,1322498,1
2891499,799951,0
2891499,2885558,1
3975500,876694,0
3975500,1497403,1
4565869,4587890,0
4565869,2198503,1
1537245,4766488,0
1537245,4606757,1
4209022,850508,0
4209022,270317,1
4297187,4450633,0
4297187,4372893,1
4374966,289756,0
4374966,875445,1
1488661,1390880,0
1488661,1787982,1
359557,3758187,0
359557,3402731,1
25871,2797667,0
25871,187726,1
44368,2876835,0
44368,1066128,1
1256120,2562974,0
1256120,180173,1
2133068,1115160,0
2133068,3816723,1
3891071,4296702,0
3891071,4750466,1
1010658,1785877,0
1010658,2284434,1
4812374,2957596,0
4812374,267263,1
2893912,662897,0
2893912,4684801,1
1381941,956759,0
1381941,2343253,1
765501,2413877,0
765501,2237491,1
2884489,4392993,0
2884489,1554124,1
1725772,1939112,0
1725772,2074879,1
4491388,4553380,0
4491388,2074061,1
4781147,4487102,0
4781147,3086532,1
3363173,2049053,0
3363173,4842029,1
2134566,3669368,0
2134566,2540979,1
2637259,2585291,0
2637259,2627430,1
2077835,4437590,0
2077835,268451,1
2252639,3904859,0
2252639,12045,1
1501723,1826585,0
1501723,3567482,1
2898851,4802706,0
2898851,1909746,1
2426592,319852,0
2426592,222361,1
2672254,139992,0
2672254,1913445,1
4850971,1938189,0
4850971,471706,1
1012185,1049015,0
1012185,3252424,1
3844602,3800000,0
3844602,2037911,1
1579256,3781041,0
1579256,4655579,1
2550563,2467654,0
2550563,25767,1
3412805,159887,0
3412805,516735,1
796866,1540944,0
796866,3810977,1
2570417,4271680,0
2570417,4655703,1
3647065,4473489,0
3647065,1387328,1
934201,3659902,0
934201,2579415,1
3965805,4306759,0
3965805,3119522,1
4861953,1202258,0
4861953,148286,1
355874,1836093,0
355874,3059144,1
808896,4237010,0
808896,1712764,1
3436975,1094023,0
3436975,4334139,1
2200788,2911014,0
